BUSINESS_DATE,HOTEL,ROOMS_AVAILABLE,ROOMS_SOLD,COMP_ROOMS,OCCUPANCY,ADR_EUR,REVENUE_EUR,DOMINANT_SEGMENT
2025-06-24,"Regnum The Crown",358,251,2,70.11,422.95,105314.55,Corporate
2025-06-25,"Regnum Carya",530,458,4,86.42,404.7,183733.8,Leisure
2025-06-25,"Regnum The Crown",358,270,3,75.42,427.18,114057.06,Corporate
2025-06-26,"Regnum Carya",530,470,2,88.68,402.86,188538.48,FIT
2025-06-26,"Regnum The Crown",358,255,3,71.23,415.94,104816.88,OTA
2025-06-27,"Regnum Carya",530,424,2,80,382.3,161330.6,Leisure
2025-06-27,"Regnum The Crown",358,284,1,79.33,426.51,120702.33,Corporate
2025-06-28,"Regnum Carya",530,509,1,96.04,396.69,201518.52,Corporate
2025-06-28,"Regnum The Crown",358,283,1,79.05,438.17,123563.94,Corporate
2025-06-29,"Regnum Carya",530,496,2,93.58,391.37,193336.78,Leisure
2025-06-29,"Regnum The Crown",358,276,1,77.09,426.13,117185.75,Group
2025-06-30,"Regnum Carya",530,473,0,89.25,394.62,186655.26,FIT
2025-06-30,"Regnum The Crown",358,241,1,67.32,425.66,102158.4,Leisure
2025-07-01,"Regnum Carya",530,437,0,82.45,390.4,170604.8,Group
2025-07-01,"Regnum The Crown",358,252,4,70.39,428.04,106153.92,OTA
2025-07-02,"Regnum Carya",530,442,0,83.4,385.73,170492.66,FIT
2025-07-02,"Regnum The Crown",358,237,2,66.2,421.15,98970.25,Leisure
2025-07-03,"Regnum Carya",530,416,1,78.49,388.75,161331.25,Leisure
2025-07-03,"Regnum The Crown",358,276,2,77.09,443.74,121584.76,OTA
2025-07-04,"Regnum Carya",530,473,0,89.25,380.86,180146.78,FIT
2025-07-04,"Regnum The Crown",358,253,4,70.67,430.04,107079.96,Group
2025-07-05,"Regnum Carya",530,489,2,92.26,410.2,199767.4,Corporate
2025-07-05,"Regnum The Crown",358,291,1,81.28,447.06,129647.4,OTA
2025-07-06,"Regnum Carya",530,485,3,91.51,411.65,198415.3,Corporate
2025-07-06,"Regnum The Crown",358,283,3,79.05,438.9,122892,FIT
2025-07-07,"Regnum Carya",530,429,2,80.94,379.2,161918.4,Group
2025-07-07,"Regnum The Crown",358,262,1,73.18,427.02,111452.22,Group
2025-07-08,"Regnum Carya",530,409,0,77.17,371.06,151763.54,OTA
2025-07-08,"Regnum The Crown",358,264,2,73.74,447.81,117326.22,OTA
2025-07-09,"Regnum Carya",530,412,0,77.74,380.52,156774.24,Corporate
2025-07-09,"Regnum The Crown",358,252,4,70.39,414.14,102706.72,Corporate
2025-07-10,"Regnum Carya",530,466,2,87.92,389.22,180598.08,OTA
2025-07-10,"Regnum The Crown",358,260,1,72.63,436.95,113170.05,Corporate
2025-07-11,"Regnum Carya",530,465,1,87.74,391.23,181530.72,Corporate
2025-07-11,"Regnum The Crown",358,263,0,73.46,441.38,116082.94,Group
2025-07-12,"Regnum Carya",530,447,1,84.34,372.51,166139.46,Group
2025-07-12,"Regnum The Crown",358,282,3,78.77,459.32,128150.28,OTA
2025-07-13,"Regnum Carya",530,487,1,91.89,405.07,196864.02,OTA
2025-07-13,"Regnum The Crown",358,255,0,71.23,440.72,112383.6,Corporate
2025-07-14,"Regnum Carya",530,442,0,83.4,390,172380,Corporate
2025-07-14,"Regnum The Crown",358,259,1,72.35,446.1,115093.8,FIT
2025-07-15,"Regnum Carya",530,459,1,86.6,384.03,175885.74,Corporate
2025-07-15,"Regnum The Crown",358,237,4,66.2,416.11,96953.63,Group
2025-07-16,"Regnum Carya",530,440,3,83.02,386.52,168909.24,Corporate
2025-07-16,"Regnum The Crown",358,244,1,68.16,429.27,104312.61,Group
2025-07-17,"Regnum Carya",530,398,0,75.09,368.26,146567.48,Group
2025-07-17,"Regnum The Crown",358,244,1,68.16,423.78,102978.54,Group
2025-07-18,"Regnum Carya",530,413,3,77.92,382.86,156972.6,FIT
2025-07-18,"Regnum The Crown",358,213,2,59.5,412.54,87045.94,Group
2025-07-19,"Regnum Carya",530,478,2,90.19,401.76,191237.76,Corporate
2025-07-19,"Regnum The Crown",358,240,2,67.04,424.32,100988.16,FIT
2025-07-20,"Regnum Carya",530,467,1,88.11,382.02,178021.32,Corporate
2025-07-20,"Regnum The Crown",358,250,4,69.83,443.7,109150.2,Group
2025-07-21,"Regnum Carya",530,406,1,76.6,379.63,153750.15,Corporate
2025-07-21,"Regnum The Crown",358,219,3,61.17,420.05,90730.8,OTA
2025-07-22,"Regnum Carya",530,412,2,77.74,383.61,157280.1,Group
2025-07-22,"Regnum The Crown",358,218,1,60.89,402.01,87236.17,Group
2025-07-23,"Regnum Carya",530,435,4,82.08,379.1,163392.1,Group
2025-07-23,"Regnum The Crown",358,237,0,66.2,429.82,101867.34,Group
2025-07-24,"Regnum Carya",530,423,3,79.81,382.7,160734,OTA
2025-07-24,"Regnum The Crown",358,201,0,56.15,414.74,83362.74,FIT
2025-07-25,"Regnum Carya",530,425,1,80.19,394.14,167115.36,Corporate
2025-07-25,"Regnum The Crown",358,214,2,59.78,397.71,84314.52,FIT
2025-07-26,"Regnum Carya",530,449,2,84.72,376.71,168389.37,Corporate
2025-07-26,"Regnum The Crown",358,237,2,66.2,436.47,102570.45,Corporate
2025-07-27,"Regnum Carya",530,438,2,82.64,383.09,167027.24,Group
2025-07-27,"Regnum The Crown",358,247,0,68.99,418.84,103453.48,Group
2025-07-28,"Regnum Carya",530,429,3,80.94,380.27,161995.02,FIT
2025-07-28,"Regnum The Crown",358,205,1,57.26,394.01,80378.04,Corporate
2025-07-29,"Regnum Carya",530,439,1,82.83,373.87,163755.06,Corporate
2025-07-29,"Regnum The Crown",358,193,3,53.91,393.55,74774.5,FIT
2025-07-30,"Regnum Carya",530,408,3,76.98,384.76,155827.8,Corporate
2025-07-30,"Regnum The Crown",358,201,3,56.15,407.45,80675.1,Leisure
2025-07-31,"Regnum Carya",530,379,4,71.51,356.77,133788.75,Corporate
2025-07-31,"Regnum The Crown",358,199,2,55.59,405.06,79796.82,Corporate
2025-08-01,"Regnum Carya",530,423,3,79.81,389.65,163653,FIT
2025-08-01,"Regnum The Crown",358,211,0,58.94,411.91,86913.01,Corporate
2025-08-02,"Regnum Carya",530,438,2,82.64,396.15,172721.4,FIT
2025-08-02,"Regnum The Crown",358,220,3,61.45,417.49,90595.33,Corporate
2025-08-03,"Regnum Carya",530,403,2,76.04,369.2,148049.2,FIT
2025-08-03,"Regnum The Crown",358,206,2,57.54,424.69,86636.76,Group
2025-08-04,"Regnum Carya",530,409,2,77.17,387.49,157708.43,OTA
2025-08-04,"Regnum The Crown",358,207,4,57.82,409.94,83217.82,Leisure
2025-08-05,"Regnum Carya",530,376,0,70.94,379.23,142590.48,Leisure
2025-08-05,"Regnum The Crown",358,204,3,56.98,398.29,80056.29,FIT
2025-08-06,"Regnum Carya",530,384,0,72.45,368.82,141626.88,OTA
2025-08-06,"Regnum The Crown",358,180,0,50.28,404.01,72721.8,Leisure
2025-08-07,"Regnum Carya",530,362,3,68.3,374.2,134337.8,Group
2025-08-07,"Regnum The Crown",358,192,4,53.63,413.46,77730.48,Group
2025-08-08,"Regnum Carya",530,396,3,74.72,365.81,143763.33,Group
2025-08-08,"Regnum The Crown",358,204,1,56.98,412.79,83796.37,Corporate
2025-08-09,"Regnum Carya",530,426,4,80.38,395.23,166787.06,Corporate
2025-08-09,"Regnum The Crown",358,207,1,57.82,411.04,84674.24,Group
2025-08-10,"Regnum Carya",530,435,3,82.08,391.91,169305.12,Corporate
2025-08-10,"Regnum The Crown",358,227,0,63.41,433.06,98304.62,FIT
2025-08-11,"Regnum Carya",530,377,3,71.13,369.74,138282.76,Corporate
2025-08-11,"Regnum The Crown",358,176,3,49.16,412.91,71433.43,Leisure
2025-08-12,"Regnum Carya",530,406,4,76.6,370.93,149113.86,Group
2025-08-12,"Regnum The Crown",358,181,2,50.56,414.51,74197.29,OTA
2025-08-13,"Regnum Carya",530,396,3,74.72,381.43,149901.99,FIT
2025-08-13,"Regnum The Crown",358,168,2,46.93,394.47,65482.02,Group
2025-08-14,"Regnum Carya",530,404,3,76.23,380.46,152564.46,OTA
2025-08-14,"Regnum The Crown",358,167,2,46.65,400.87,66143.55,Group
2025-08-15,"Regnum Carya",530,353,3,66.6,375.6,131460,Corporate
2025-08-15,"Regnum The Crown",358,189,4,52.79,418.21,77368.85,FIT
2025-08-16,"Regnum Carya",530,381,4,71.89,383.23,144477.71,Group
2025-08-16,"Regnum The Crown",358,188,3,52.51,407,75295,OTA
2025-08-17,"Regnum Carya",530,402,1,75.85,390.77,156698.77,OTA
2025-08-17,"Regnum The Crown",358,200,0,55.87,409.52,81904,Corporate
2025-08-18,"Regnum Carya",530,363,3,68.49,365.04,131414.4,Corporate
2025-08-18,"Regnum The Crown",358,163,4,45.53,388.57,61782.63,Corporate
2025-08-19,"Regnum Carya",530,361,3,68.11,369.33,132220.14,Group
2025-08-19,"Regnum The Crown",358,169,3,47.21,398.85,66209.1,OTA
2025-08-20,"Regnum Carya",530,365,3,68.87,368.82,133512.84,OTA
2025-08-20,"Regnum The Crown",358,179,1,50,405.04,72097.12,Group
2025-08-21,"Regnum Carya",530,372,3,70.19,375.57,138585.33,Group
2025-08-21,"Regnum The Crown",358,174,1,48.6,396.96,68674.08,Group
2025-08-22,"Regnum Carya",530,358,4,67.55,360.19,127507.26,Corporate
2025-08-22,"Regnum The Crown",358,156,0,43.58,379.43,59191.08,Group
2025-08-23,"Regnum Carya",530,379,0,71.51,370.86,140555.94,Corporate
2025-08-23,"Regnum The Crown",358,176,2,49.16,391.14,68058.36,Group
2025-08-24,"Regnum Carya",530,406,2,76.6,375.79,151819.16,OTA
2025-08-24,"Regnum The Crown",358,210,4,58.66,399.8,82358.8,Leisure
2025-08-25,"Regnum Carya",530,337,2,63.58,350.1,117283.5,Group
2025-08-25,"Regnum The Crown",358,167,1,46.65,399.22,66270.52,Group
2025-08-26,"Regnum Carya",530,376,2,70.94,357.18,133585.32,Corporate
2025-08-26,"Regnum The Crown",358,144,0,40.22,379.74,54682.56,Leisure
2025-08-27,"Regnum Carya",530,328,4,61.89,362.52,117456.48,Corporate
2025-08-27,"Regnum The Crown",358,155,4,43.3,396.51,59873.01,Leisure
2025-08-28,"Regnum Carya",530,334,1,63.02,360.54,120059.82,FIT
2025-08-28,"Regnum The Crown",358,155,2,43.3,402.64,61603.92,FIT
2025-08-29,"Regnum Carya",530,330,1,62.26,363.29,119522.41,OTA
2025-08-29,"Regnum The Crown",358,141,4,39.39,392.85,53820.45,OTA
2025-08-30,"Regnum Carya",530,346,0,65.28,354.45,122639.7,Group
2025-08-30,"Regnum The Crown",358,180,4,50.28,386.71,68060.96,Corporate
2025-08-31,"Regnum Carya",530,357,3,67.36,359.07,127110.78,OTA
2025-08-31,"Regnum The Crown",358,172,1,48.04,387.36,66238.56,Group
2025-09-01,"Regnum Carya",530,303,3,57.17,349.45,104835,Leisure
2025-09-01,"Regnum The Crown",358,164,1,45.81,377.21,61485.23,FIT
2025-09-02,"Regnum Carya",530,359,1,67.74,377.05,134983.9,OTA
2025-09-02,"Regnum The Crown",358,139,2,38.83,371.54,50900.98,OTA
2025-09-03,"Regnum Carya",530,296,1,55.85,364.36,107486.2,Leisure
2025-09-03,"Regnum The Crown",358,141,1,39.39,384.86,53880.4,Corporate
2025-09-04,"Regnum Carya",530,300,1,56.6,362.55,108402.45,OTA
2025-09-04,"Regnum The Crown",358,136,2,37.99,378.71,50747.14,OTA
2025-09-05,"Regnum Carya",530,312,2,58.87,351.77,109048.7,FIT
2025-09-05,"Regnum The Crown",358,162,3,45.25,382.61,60834.99,OTA
2025-09-06,"Regnum Carya",530,341,1,64.34,365.34,124215.6,FIT
2025-09-06,"Regnum The Crown",358,151,1,42.18,382.36,57354,Corporate
2025-09-07,"Regnum Carya",530,323,2,60.94,352.25,113072.25,FIT
2025-09-07,"Regnum The Crown",358,175,4,48.88,407.06,69607.26,OTA
2025-09-08,"Regnum Carya",530,285,1,53.77,337.4,95821.6,Leisure
2025-09-08,"Regnum The Crown",358,163,2,45.53,392.03,63116.83,OTA
2025-09-09,"Regnum Carya",530,303,1,57.17,353.99,106904.98,Group
2025-09-09,"Regnum The Crown",358,130,0,36.31,374.74,48716.2,Corporate
2025-09-10,"Regnum Carya",530,327,3,61.7,370.04,119892.96,OTA
2025-09-10,"Regnum The Crown",358,138,1,38.55,382.68,52427.16,Group
2025-09-11,"Regnum Carya",530,308,2,58.11,363.37,111191.22,Leisure
2025-09-11,"Regnum The Crown",358,162,0,45.25,405.19,65640.78,OTA
2025-09-12,"Regnum Carya",530,315,3,59.43,365.48,114029.76,Group
2025-09-12,"Regnum The Crown",358,124,3,34.64,362.09,43812.89,Corporate
2025-09-13,"Regnum Carya",530,347,2,65.47,366.44,126421.8,Corporate
2025-09-13,"Regnum The Crown",358,152,1,42.46,380.9,57515.9,Group
2025-09-14,"Regnum Carya",530,338,1,63.77,374.3,126139.1,FIT
2025-09-14,"Regnum The Crown",358,141,2,39.39,376.33,52309.87,Group
2025-09-15,"Regnum Carya",530,326,3,61.51,369.07,119209.61,FIT
2025-09-15,"Regnum The Crown",358,129,2,36.03,389.87,49513.49,Leisure
2025-09-16,"Regnum Carya",530,304,1,57.36,343.38,104044.14,Group
2025-09-16,"Regnum The Crown",358,144,2,40.22,371.76,52789.92,FIT
2025-09-17,"Regnum Carya",530,301,3,56.79,365.92,109044.16,Corporate
2025-09-17,"Regnum The Crown",358,131,3,36.59,383.45,49081.6,Leisure
2025-09-18,"Regnum Carya",530,275,0,51.89,337.33,92765.75,Group
2025-09-18,"Regnum The Crown",358,129,3,36.03,381.68,48091.68,FIT
2025-09-19,"Regnum Carya",530,299,0,56.42,350.97,104940.03,OTA
2025-09-19,"Regnum The Crown",358,136,2,37.99,386.21,51752.14,OTA
2025-09-20,"Regnum Carya",530,329,3,62.08,354.34,115514.84,OTA
2025-09-20,"Regnum The Crown",358,165,4,46.09,382.85,61638.85,FIT
2025-09-21,"Regnum Carya",530,343,2,64.72,372.26,126940.66,Group
2025-09-21,"Regnum The Crown",358,157,1,43.85,379.07,59134.92,OTA
2025-09-22,"Regnum Carya",530,265,1,50,336.69,88886.16,Corporate
2025-09-22,"Regnum The Crown",358,149,1,41.62,372.03,55060.44,Leisure
2025-09-23,"Regnum Carya",530,279,0,52.64,343.59,95861.61,Group
2025-09-23,"Regnum The Crown",358,130,2,36.31,368.18,47127.04,Leisure
2025-09-24,"Regnum Carya",530,284,3,53.58,357.37,100420.97,Group
2025-09-24,"Regnum The Crown",358,145,3,40.5,376.66,53485.72,Group
2025-09-25,"Regnum Carya",530,242,4,45.66,324.57,77247.66,FIT
2025-09-25,"Regnum The Crown",358,139,3,38.83,380.68,51772.48,Corporate
2025-09-26,"Regnum Carya",530,251,3,47.36,352.67,87462.16,OTA
2025-09-26,"Regnum The Crown",358,134,3,37.43,378.6,49596.6,Leisure
2025-09-27,"Regnum Carya",530,325,1,61.32,345.04,111792.96,OTA
2025-09-27,"Regnum The Crown",358,156,2,43.58,381.03,58678.62,OTA
2025-09-28,"Regnum Carya",530,287,3,54.15,344.61,97869.24,OTA
2025-09-28,"Regnum The Crown",358,163,4,45.53,398.48,63358.32,FIT
2025-09-29,"Regnum Carya",530,283,1,53.4,334.9,94441.8,Corporate
2025-09-29,"Regnum The Crown",358,131,2,36.59,366.84,47322.36,Corporate
2025-09-30,"Regnum Carya",530,276,3,52.08,342.05,93379.65,OTA
2025-09-30,"Regnum The Crown",358,137,2,38.27,374.26,50525.1,Corporate
2025-10-01,"Regnum Carya",530,280,1,52.83,349.64,97549.56,Corporate
2025-10-01,"Regnum The Crown",358,124,0,34.64,381.89,47354.36,Group
2025-10-02,"Regnum Carya",530,271,4,51.13,352.49,94114.83,Group
2025-10-02,"Regnum The Crown",358,140,2,39.11,380.28,52478.64,Leisure
2025-10-03,"Regnum Carya",530,277,1,52.26,337.25,93081,Leisure
2025-10-03,"Regnum The Crown",358,136,4,37.99,385.69,50911.08,Group
2025-10-04,"Regnum Carya",530,290,3,54.72,354.4,101712.8,FIT
2025-10-04,"Regnum The Crown",358,119,0,33.24,368.5,43851.5,Corporate
2025-10-05,"Regnum Carya",530,305,4,57.55,364.44,109696.44,Group
2025-10-05,"Regnum The Crown",358,130,4,36.31,373.03,47001.78,Corporate
2025-10-06,"Regnum Carya",530,271,3,51.13,336.38,90149.84,Group
2025-10-06,"Regnum The Crown",358,119,3,33.24,380.68,44158.88,Leisure
2025-10-07,"Regnum Carya",530,231,3,43.58,331.75,75639,Group
2025-10-07,"Regnum The Crown",358,126,0,35.2,380.53,47946.78,FIT
2025-10-08,"Regnum Carya",530,252,1,47.55,336.23,84393.73,OTA
2025-10-08,"Regnum The Crown",358,100,1,27.93,377.76,37398.24,OTA
2025-10-09,"Regnum Carya",530,221,0,41.7,332.79,73546.59,FIT
2025-10-09,"Regnum The Crown",358,133,3,37.15,389.64,50653.2,OTA
2025-10-10,"Regnum Carya",530,263,2,49.62,353.51,92266.11,FIT
2025-10-10,"Regnum The Crown",358,115,1,32.12,368.38,41995.32,Group
2025-10-11,"Regnum Carya",530,286,1,53.96,342.57,97632.45,OTA
2025-10-11,"Regnum The Crown",358,134,3,37.43,377.99,49516.69,Leisure
2025-10-12,"Regnum Carya",530,282,3,53.21,334.74,93392.46,OTA
2025-10-12,"Regnum The Crown",358,127,4,35.47,385.19,47378.37,FIT
2025-10-13,"Regnum Carya",530,234,4,44.15,340.17,78239.1,OTA
2025-10-13,"Regnum The Crown",358,107,0,29.89,380.1,40670.7,OTA
2025-10-14,"Regnum Carya",530,258,2,48.68,337.95,86515.2,Corporate
2025-10-14,"Regnum The Crown",358,133,2,37.15,382.78,50144.18,Corporate
2025-10-15,"Regnum Carya",530,235,2,44.34,330.24,76945.92,Corporate
2025-10-15,"Regnum The Crown",358,100,1,27.93,365.53,36187.47,Group
2025-10-16,"Regnum Carya",530,252,1,47.55,342.34,85927.34,Group
2025-10-16,"Regnum The Crown",358,101,2,28.21,354.94,35139.06,Corporate
2025-10-17,"Regnum Carya",530,203,3,38.3,324.28,64856,Leisure
2025-10-17,"Regnum The Crown",358,103,3,28.77,356.29,35629,Group
2025-10-18,"Regnum Carya",530,241,2,45.47,332.82,79543.98,Group
2025-10-18,"Regnum The Crown",358,130,4,36.31,365.73,46081.98,OTA
2025-10-19,"Regnum Carya",530,260,2,49.06,339.96,87709.68,FIT
2025-10-19,"Regnum The Crown",358,137,1,38.27,370.62,50404.32,OTA
2025-10-20,"Regnum Carya",530,197,1,37.17,314.33,61608.68,Group
2025-10-20,"Regnum The Crown",358,123,2,34.36,378.49,45797.29,Leisure
2025-10-21,"Regnum Carya",530,186,0,35.09,316.73,58911.78,Corporate
2025-10-21,"Regnum The Crown",358,103,1,28.77,356.12,36324.24,OTA
2025-10-22,"Regnum Carya",530,203,3,38.3,332.68,66536,FIT
2025-10-22,"Regnum The Crown",358,120,2,33.52,387.13,45681.34,Group
2025-10-23,"Regnum Carya",530,198,3,37.36,325.92,63554.4,OTA
2025-10-23,"Regnum The Crown",358,115,3,32.12,378.25,42364,FIT
2025-10-24,"Regnum Carya",530,221,2,41.7,336.07,73599.33,FIT
2025-10-24,"Regnum The Crown",358,100,4,27.93,360.67,34624.32,FIT
2025-10-25,"Regnum Carya",530,244,3,46.04,341.89,82395.49,FIT
2025-10-25,"Regnum The Crown",358,143,3,39.94,381.34,53387.6,Corporate
2025-10-26,"Regnum Carya",530,235,3,44.34,335.85,77917.2,Group
2025-10-26,"Regnum The Crown",358,150,3,41.9,394.93,58054.71,OTA
2025-10-27,"Regnum Carya",530,208,1,39.25,339.17,70208.19,Leisure
2025-10-27,"Regnum The Crown",358,116,1,32.4,370.86,42648.9,Group
2025-10-28,"Regnum Carya",530,210,3,39.62,339.33,70241.31,Group
2025-10-28,"Regnum The Crown",358,100,3,27.93,376.03,36474.91,OTA
2025-10-29,"Regnum Carya",530,221,1,41.7,337.31,74208.2,Group
2025-10-29,"Regnum The Crown",358,125,0,34.92,375.69,46961.25,FIT
2025-10-30,"Regnum Carya",530,177,4,33.4,312.07,53988.11,Group
2025-10-30,"Regnum The Crown",358,113,3,31.56,373.84,41122.4,Corporate
2025-10-31,"Regnum Carya",530,169,2,31.89,328.04,54782.68,Leisure
2025-10-31,"Regnum The Crown",358,100,3,27.93,367.33,35631.01,FIT
2025-11-01,"Regnum Carya",530,216,3,40.75,327.37,69729.81,Leisure
2025-11-01,"Regnum The Crown",358,110,2,30.73,360.55,38939.4,Leisure
2025-11-02,"Regnum Carya",530,221,3,41.7,322.12,70222.16,Group
2025-11-02,"Regnum The Crown",358,135,1,37.71,388.5,52059,OTA
2025-11-03,"Regnum Carya",530,162,3,30.57,306.79,48779.61,OTA
2025-11-03,"Regnum The Crown",358,107,3,29.89,380.5,39572,Corporate
2025-11-04,"Regnum Carya",530,217,2,40.94,323.45,69541.75,Group
2025-11-04,"Regnum The Crown",358,100,2,27.93,357.2,35005.6,OTA
2025-11-05,"Regnum Carya",530,166,0,31.32,331.46,55022.36,OTA
2025-11-05,"Regnum The Crown",358,111,2,31.01,379.57,41373.13,OTA
2025-11-06,"Regnum Carya",530,192,4,36.23,323.23,60767.24,Leisure
2025-11-06,"Regnum The Crown",358,124,2,34.64,380.59,46431.98,FIT
2025-11-07,"Regnum Carya",530,201,3,37.92,340.74,67466.52,Corporate
2025-11-07,"Regnum The Crown",358,115,0,32.12,376.65,43314.75,FIT
2025-11-08,"Regnum Carya",530,241,3,45.47,339.19,80727.22,FIT
2025-11-08,"Regnum The Crown",358,146,3,40.78,385.86,55177.98,Leisure
2025-11-09,"Regnum Carya",530,215,2,40.57,339.72,72360.36,Corporate
2025-11-09,"Regnum The Crown",358,113,4,31.56,375.34,40912.06,OTA
2025-11-10,"Regnum Carya",530,153,3,28.87,322.64,48396,Leisure
2025-11-10,"Regnum The Crown",358,100,3,27.93,366.32,35533.04,OTA
2025-11-11,"Regnum Carya",530,149,2,28.11,324.69,47729.43,OTA
2025-11-11,"Regnum The Crown",358,114,3,31.84,363.84,40386.24,Leisure
2025-11-12,"Regnum Carya",530,166,3,31.32,311.83,50828.29,Corporate
2025-11-12,"Regnum The Crown",358,100,1,27.93,368.02,36433.98,Group
2025-11-13,"Regnum Carya",530,148,0,27.92,305.6,45228.8,Leisure
2025-11-13,"Regnum The Crown",358,111,3,31.01,356.41,38492.28,Leisure
2025-11-14,"Regnum Carya",530,158,2,29.81,305.67,47684.52,Group
2025-11-14,"Regnum The Crown",358,105,0,29.33,371.3,38986.5,OTA
2025-11-15,"Regnum Carya",530,217,1,40.94,340.34,73513.44,OTA
2025-11-15,"Regnum The Crown",358,116,3,32.4,372.46,42087.98,FIT
2025-11-16,"Regnum Carya",530,176,3,33.21,311.93,53963.89,OTA
2025-11-16,"Regnum The Crown",358,122,3,34.08,371.74,44237.06,OTA
2025-11-17,"Regnum Carya",530,149,1,28.11,312.21,46207.08,Leisure
2025-11-17,"Regnum The Crown",358,133,3,37.15,389.62,50650.6,OTA
2025-11-18,"Regnum Carya",530,148,3,27.92,323.59,46920.55,Corporate
2025-11-18,"Regnum The Crown",358,112,0,31.28,362.78,40631.36,Group
2025-11-19,"Regnum Carya",530,176,4,33.21,312.77,53796.44,OTA
2025-11-19,"Regnum The Crown",358,104,1,29.05,374.57,38580.71,Corporate
2025-11-20,"Regnum Carya",530,175,3,33.02,333.63,57384.36,FIT
2025-11-20,"Regnum The Crown",358,100,3,27.93,378.67,36730.99,FIT
2025-11-21,"Regnum Carya",530,178,0,33.58,316.15,56274.7,Group
2025-11-21,"Regnum The Crown",358,100,1,27.93,360.1,35649.9,Corporate
2025-11-22,"Regnum Carya",530,225,3,42.45,332.36,73783.92,FIT
2025-11-22,"Regnum The Crown",358,149,3,41.62,387.97,56643.62,Group
2025-11-23,"Regnum Carya",530,214,0,40.38,328.24,70243.36,Corporate
2025-11-23,"Regnum The Crown",358,139,1,38.83,389.16,53704.08,OTA
2025-11-24,"Regnum Carya",530,197,3,37.17,318.19,61728.86,Corporate
2025-11-24,"Regnum The Crown",358,137,2,38.27,370.68,50041.8,Corporate
2025-11-25,"Regnum Carya",530,153,1,28.87,319.69,48592.88,Leisure
2025-11-25,"Regnum The Crown",358,119,1,33.24,364.62,43025.16,Leisure
2025-11-26,"Regnum Carya",530,148,0,27.92,323.86,47931.28,Leisure
2025-11-26,"Regnum The Crown",358,109,1,30.45,376.56,40668.48,FIT
2025-11-27,"Regnum Carya",530,148,4,27.92,309.31,44540.64,FIT
2025-11-27,"Regnum The Crown",358,126,0,35.2,381.37,48052.62,FIT
2025-11-28,"Regnum Carya",530,187,2,35.28,332.18,61453.3,Leisure
2025-11-28,"Regnum The Crown",358,138,3,38.55,394.77,53293.95,Group
2025-11-29,"Regnum Carya",530,223,2,42.08,335.65,74178.65,Leisure
2025-11-29,"Regnum The Crown",358,149,1,41.62,391.55,57949.4,Corporate
2025-11-30,"Regnum Carya",530,167,4,31.51,325.96,53131.48,FIT
2025-11-30,"Regnum The Crown",358,155,2,43.3,401.47,61424.91,OTA
2025-12-01,"Regnum Carya",530,148,2,27.92,320.71,46823.66,Leisure
2025-12-01,"Regnum The Crown",358,132,1,36.87,370.06,48477.86,FIT
2025-12-02,"Regnum Carya",530,159,0,30,321.51,51120.09,Corporate
2025-12-02,"Regnum The Crown",358,143,2,39.94,371.67,52405.47,FIT
2025-12-03,"Regnum Carya",530,158,4,29.81,315.39,48570.06,Leisure
2025-12-03,"Regnum The Crown",358,141,2,39.39,379.41,52737.99,FIT
2025-12-04,"Regnum Carya",530,148,3,27.92,315.93,45809.85,Corporate
2025-12-04,"Regnum The Crown",358,144,3,40.22,372.29,52492.89,Leisure
2025-12-05,"Regnum Carya",530,165,0,31.13,328.98,54281.7,Group
2025-12-05,"Regnum The Crown",358,112,3,31.28,369.48,40273.32,OTA
2025-12-06,"Regnum Carya",530,194,1,36.6,319.42,61648.06,Corporate
2025-12-06,"Regnum The Crown",358,167,1,46.65,392.37,65133.42,FIT
2025-12-07,"Regnum Carya",530,214,1,40.38,333.72,71082.36,FIT
2025-12-07,"Regnum The Crown",358,131,4,36.59,376.58,47825.66,FIT
2025-12-08,"Regnum Carya",530,154,1,29.06,311.73,47694.69,FIT
2025-12-08,"Regnum The Crown",358,118,1,32.96,369.47,43227.99,Corporate
2025-12-09,"Regnum Carya",530,190,2,35.85,314.85,59191.8,FIT
2025-12-09,"Regnum The Crown",358,140,3,39.11,367.41,50335.17,Leisure
2025-12-10,"Regnum Carya",530,157,0,29.62,323.7,50820.9,FIT
2025-12-10,"Regnum The Crown",358,130,4,36.31,384.91,48498.66,Group
2025-12-11,"Regnum Carya",530,148,2,27.92,323.14,47178.44,Group
2025-12-11,"Regnum The Crown",358,126,2,35.2,371.93,46119.32,OTA
2025-12-12,"Regnum Carya",530,187,2,35.28,334.73,61925.05,OTA
2025-12-12,"Regnum The Crown",358,153,3,42.74,393.43,59014.5,Group
2025-12-13,"Regnum Carya",530,202,1,38.11,338.67,68072.67,Leisure
2025-12-13,"Regnum The Crown",358,155,2,43.3,400.27,61241.31,OTA
2025-12-14,"Regnum Carya",530,171,2,32.26,310.72,52511.68,Group
2025-12-14,"Regnum The Crown",358,136,3,37.99,384.6,51151.8,FIT
2025-12-15,"Regnum Carya",530,171,2,32.26,332.98,56273.62,Leisure
2025-12-15,"Regnum The Crown",358,126,1,35.2,365.22,45652.5,OTA
2025-12-16,"Regnum Carya",530,181,0,34.15,330,59730,Group
2025-12-16,"Regnum The Crown",358,127,1,35.47,390.1,49152.6,OTA
2025-12-17,"Regnum Carya",530,148,4,27.92,303.49,43702.56,Leisure
